text,labels
ทำไหมพวกมึงถึงจับเขาแค่พูดพวกจะตายหรือไง,neg
อนาคตของชาติ ต้องมาดับเพราะผู้ใหญ่ ที่ไม่อยากให้ประเทศก้าวหน้า,neg
ศาลไม่มีธรรม,neg
ถ้าคนที่เราไม่ชอบ..พูดอะไรก็ผิด.,neg
ผู้หญิงคนนี้เป็น สส ที่มีวุฒิภาวะต่ำมาก ,neg
ไม่สามารถควบคุมอารมณ์ ความคิดให้อยู่ในกรอบได้เลย,neg
น่าสมเพชนะครับ ทั้งการใช้คำพูดของคนเป็น สส.,neg
อนาถใจจริงๆ ไปทำกับผู้สูงวัยที่เห็นต่างเยี่ยงงี้ได้ไงนี่,neg
คนเกลียดเป็นล้าน,neg
ใครที่รังแกคนบริสุทธิ์ ขอให้ครอบครัวมันวิบัติ ในเร็ววันด้วยเถิด.,neg
หมดศรัทธาผู้นำรัฐบาลเช่นนี้,neg
ถ้าจิตใจความเป็นคนมี คงไม่มีภาพเหตุการณ์แบบนี้ ,neg
ทำแบบนี้ประเทศไม่มีทางพัฒนาแน่ๆ,neg
พี่ตัดต่อทำดีมาก ,pos
เป็นภาพที่มีความสุข ,pos
ขอบคุณทุกๆคนนะครับนอกจากจะสร้างเสียงหัวเราะให้แล้ว ยังเห็นความรักและความผูกพันธ์​ของทุกๆท่าน ,pos
ขอบคุณนะครับที่สร้างเสียงหัวเราะให้กับพวกเรา ,pos
เป็นคลิปที่อิ่มอกอิ่มใจสำหรับชาวร็อคเลย ร็อคโว้ยยย,pos
เทปนี้เป็นเทปที่ดีที่สุดละครับ,pos
ขอบคุณน้าค่อม ที่ทำให้เราหายเหนื่อย หายเศร้าได้ทุกครั้งที่ไม่สบายใจ,pos
ขอบคุณที่เป็นสื่อกลาง แทนนักกีฬาคนไทยครับ,pos
นี่ละมันคือหน้าที่ของสื่อที่ดี ที่ควรจะต้องทำข่าวแบบนี้ ,pos
น่ารักแบบนี้ ตื่นมาต้องอีกรอบ,pos
ล่นได้สนุกดีนะ ตาถึงที่เอามาเล่นบทแนวนี้,pos
ขอให้คู่นี้ ได้กันนะ เหมาะกันดี,pos
เหมาะสมที่สุดคู่นี้ รอจนคู่นี้จะรักกันนะ ,pos
เข้ากันมาก555ชอบคู่นี้,pos
เสียงคือ สุดยอดอ่ะ ชอบมาก,pos
อย่างเพราะมากเลยค่ะ เสียงเพราะเข้ากันดีมากๆสุดยอด,pos
ชอบเสียงของพี่ทั้งสองมากกกกก,pos
เห้ยมาหว่ะ ผมว่าคอนเทนต์นี้ ดีมากๆเลย,pos
เอาอีกครับชอบๆคอนเท้นนี้,pos
ขอบคุณสำหรับเวอร์ชั่นเชลซีครับ,pos
สนุกๆ ,pos
EP นี่คือสุ่ดทุกด้าน ทั้งคุณภาพเสียง คุณภาพนักร้อง คุณภาพซาวน์ดนตรี  รวมทั้งโพรดักชั่นสถานที่ ไม่มีที่ติ ,pos
สมบูรณ์แบบทุกสิ่งอย่างค่ะ ไร้ที่ติ ,pos
ดูไปได้แค่ครึ่งเดียว... ก็บอกได้เลยว่า นี่คือคลิปที่ดีที่สุดเลยครับ,pos
พี่ทำคลิปดีๆ แบบนี้ออกมาเยอะๆ บ่อยๆ น่ะครับ ,pos
